,amount,first_name,is_anomaly
249,4.63,Diana,0
250,33.11,Diana,0
251,10.74,Diana,0
252,11.43,Diana,0
253,9.14,Diana,0
254,5.83,Diana,0
255,11.9,Diana,0
256,20.22,Diana,0
257,14.28,Diana,0
258,8.11,Diana,0
259,4.66,Diana,0
260,7.33,Diana,0
261,11.52,Diana,0
262,13.1,Diana,0
263,26.47,Diana,0
264,5.72,Diana,0
265,6.54,Diana,0
266,12.65,Diana,0
267,16.79,Diana,0
268,12.05,Diana,0
269,13.51,Diana,0
270,20.55,Diana,0
271,7.44,Diana,0
272,22.36,Diana,0
273,3.67,Diana,0
274,38.94,Diana,0
275,11.33,Diana,0
276,11.46,Diana,0
277,16.55,Diana,0
278,4.98,Diana,0
279,20.0,Diana,0
280,36.0,Diana,0
281,14.85,Diana,0
282,58.31,Diana,0
283,10.8,Diana,0
284,14.13,Diana,0
285,5.0,Diana,0
286,5.61,Diana,0
287,10.83,Diana,0
288,2.28,Diana,0
289,7.93,Diana,0
290,5.79,Diana,0
291,9.53,Diana,0
292,8.44,Diana,0
293,6.4,Diana,0
294,8.08,Diana,0
295,11.77,Diana,0
296,9.6,Diana,0
297,8.22,Diana,0
298,6.52,Diana,0
299,5.35,Diana,0
300,23.04,Diana,0
301,12.87,Diana,0
302,11.81,Diana,0
303,16.12,Diana,0
304,9.98,Diana,0
305,15.98,Diana,0
306,18.08,Diana,0
307,19.99,Diana,0
308,15.39,Diana,0
309,16.2,Diana,0
310,2.63,Diana,0
311,11.68,Diana,0
312,13.59,Diana,0
313,22.99,Diana,0
314,10.31,Diana,0
315,6.74,Diana,0
316,12.32,Diana,0
317,20.0,Diana,0
318,6.21,Diana,0
319,36.0,Diana,0
320,7.19,Diana,0
321,11.28,Diana,0
322,9.92,Diana,0
323,18.51,Diana,0
324,25.92,Diana,0
325,16.78,Diana,0
326,8.25,Diana,0
327,7.61,Diana,0
328,4.89,Diana,0
329,16.73,Diana,0
330,10.99,Diana,0
331,9.68,Diana,0
332,5.71,Diana,0
333,6.21,Diana,0
334,6.89,Diana,0
335,10.36,Diana,0
336,9.69,Diana,0
337,5.57,Diana,0
338,8.78,Diana,0
339,12.45,Diana,0
340,9.33,Diana,0
341,18.54,Diana,0
342,8.13,Diana,0
343,10.45,Diana,0
344,5.59,Diana,0
345,6.29,Diana,0
346,17.5,Diana,0
347,12.88,Diana,0
348,17.27,Diana,0
349,12.68,Diana,0
350,15.9,Diana,0
351,23.71,Diana,0
352,14.37,Diana,0
353,12.68,Diana,0
354,24.77,Diana,0
355,10.33,Diana,0
356,27.15,Diana,0
357,10.74,Diana,0
358,3.3,Diana,0
359,29.12,Diana,0
360,5.3,Diana,0
361,6.4,Diana,0
362,8.46,Diana,0
363,20.0,Diana,0
364,36.0,Diana,0
365,19.72,Diana,0
366,16.14,Diana,0
367,4.8,Diana,0
368,10.74,Diana,0
369,27.49,Diana,0
370,0.1,Diana,0
371,195.0,Diana,1
372,28.29,Diana,0
373,22.76,Diana,0
374,4.32,Diana,0
375,3.21,Diana,0
376,20.99,Diana,0
377,9.86,Diana,0
378,23.19,Diana,0
379,39.37,Diana,0
380,15.68,Diana,0
381,10.11,Diana,0
382,6.11,Diana,0
383,8.37,Diana,0
384,6.71,Diana,0
385,20.2,Diana,0
386,20.8,Diana,0
387,67.12,Diana,0
388,15.36,Diana,0
389,10.3,Diana,0
390,9.98,Diana,0
391,6.63,Diana,0
392,14.28,Diana,0
393,5.8,Diana,0
394,3.13,Diana,0
395,19.89,Diana,0
396,38.94,Diana,0
397,9.82,Diana,0
398,5.74,Diana,0
399,11.13,Diana,0
400,4.58,Diana,0
401,15.82,Diana,0
402,12.19,Diana,0
403,15.47,Diana,0
404,11.1,Diana,0
405,14.22,Diana,0
406,8.55,Diana,0
407,31.64,Diana,0
408,10.88,Diana,0
409,9.99,Diana,0
410,10.2,Diana,0
411,8.23,Diana,0
412,9.62,Diana,0
413,32.77,Diana,0
414,33.94,Diana,0
415,4.7,Diana,0
416,22.84,Diana,0
417,6.59,Diana,0
418,1452.21,Diana,1
419,11.66,Diana,0
420,20.2,Diana,0
421,25.18,Diana,0
422,20.0,Diana,0
423,16.6,Diana,0
424,36.0,Diana,0
425,92.0,Diana,0
426,13.52,Diana,0
427,63.0,Diana,0
428,7.0,Diana,0
429,45.11,Diana,0
430,13.4,Diana,0
431,12.39,Diana,0
432,8.57,Diana,0
433,7.06,Diana,0
434,67.49,Diana,0
435,16.13,Diana,0
436,10.18,Diana,0
437,7.01,Diana,0
438,6.1,Diana,0
439,10.57,Diana,0
440,33.36,Diana,0
441,97.44,Diana,0
442,4.42,Diana,0
443,7.41,Diana,0
444,20.63,Diana,0
445,21.35,Diana,0
446,73.92,Diana,0
447,18.56,Diana,0
448,10.08,Diana,0
449,31.92,Diana,0
450,15.39,Diana,0
451,25.66,Diana,0
452,7.93,Diana,0
453,9.52,Diana,0
454,612.0,Diana,1
455,13.41,Diana,0
456,13.42,Diana,0
457,11.64,Diana,0
458,6.9,Diana,0
459,5.72,Diana,0
460,5.8,Diana,0
461,15.3,Diana,0
462,4.67,Diana,0
463,5.76,Diana,0
464,35.63,Diana,0
465,8.55,Diana,0
466,26.07,Diana,0
467,15.77,Diana,0
468,14.5,Diana,0
469,6.27,Diana,0
470,3.77,Diana,0
471,20.0,Diana,0
472,36.0,Diana,0
473,4.04,Diana,0
474,5.77,Diana,0
475,4.92,Diana,0
476,21.83,Diana,0
477,26.93,Diana,0
478,11.37,Diana,0
479,15.85,Diana,0
480,6.0,Diana,0
481,54.18,Diana,0
482,7.84,Diana,0
483,13.67,Diana,0
484,13.58,Diana,0
485,8.92,Diana,0
486,7.27,Diana,0
487,22.06,Diana,0
488,12.09,Diana,0
489,8.83,Diana,0
490,12.3,Diana,0
491,6.27,Diana,0
492,6.85,Diana,0
493,7.62,Diana,0
494,18.83,Diana,0
495,6.93,Diana,0
496,16.91,Diana,0
497,4.13,Diana,0
498,5.55,Diana,0
499,14.25,Diana,0
500,17.41,Diana,0
501,23.63,Diana,0
502,21.19,Diana,0
503,9.35,Diana,0
504,4.71,Diana,0
505,7.65,Diana,0
506,9.54,Diana,0
507,9.28,Diana,0
508,21.63,Diana,0
509,14.15,Diana,0
510,41.97,Diana,0
511,20.0,Diana,0
512,12.31,Diana,0
513,36.0,Diana,0
514,8.8,Diana,0
515,4.28,Diana,0
516,9.61,Diana,0
517,14.74,Diana,0
518,9.51,Diana,0
519,10.58,Diana,0
520,16.88,Diana,0
521,9.29,Diana,0
522,9.13,Diana,0
523,7.45,Diana,0
524,25.88,Diana,0
525,8.12,Diana,0
526,17.43,Diana,0
527,10.91,Diana,0
528,9.65,Diana,0
529,5.6,Diana,0
530,220.38,Diana,1
531,15.19,Diana,0
532,16.04,Diana,0
533,9.99,Diana,0
534,13.42,Diana,0
535,17.55,Diana,0
536,4.3,Diana,0
537,5.24,Diana,0
538,4.95,Diana,0
539,13.98,Diana,0
540,14.45,Diana,0
541,10.04,Diana,0
542,6.33,Diana,0
543,6.48,Diana,0
544,20.0,Diana,0
545,36.0,Diana,0
546,11.91,Diana,0
547,16.68,Diana,0
548,3.62,Diana,0
549,10.2,Diana,0
550,33.51,Diana,0
551,2.76,Diana,0
552,4.09,Diana,0
553,10.46,Diana,0
554,4.23,Diana,0
555,62.98,Diana,0
556,29.71,Diana,0
557,10.24,Diana,0
558,10.74,Diana,0
559,24.37,Diana,0
560,16.3,Diana,0
561,25.88,Diana,0
562,46.2,Diana,0
563,13.2,Diana,0
564,6.42,Michael,0
565,5.46,Michael,0
566,7.4,Michael,0
567,17.1,Michael,0
568,24.74,Michael,0
569,11.12,Michael,0
570,19.85,Michael,0
571,13.36,Michael,0
572,18.79,Michael,0
573,4.78,Michael,0
574,12.67,Michael,0
575,8.11,Michael,0
576,50.0,Michael,0
577,10.76,Michael,0
578,104.13,Michael,0
579,25.81,Michael,0
580,43.5,Michael,0
581,5.91,Michael,0
582,6.04,Michael,0
583,7.23,Michael,0
584,73.7,Michael,0
585,49.13,Michael,0
586,10.37,Michael,0
587,7.84,Michael,0
588,17.61,Michael,0
589,17.91,Michael,0
590,18.89,Michael,0
591,7.47,Michael,0
592,11.15,Michael,0
593,7.75,Michael,0
594,4.18,Michael,0
595,16.23,Michael,0
596,15.07,Michael,0
597,12.08,Michael,0
598,26.9,Michael,0
599,8.29,Michael,0
600,11.14,Michael,0
601,9.8,Michael,0
602,23.59,Michael,0
603,14.73,Michael,0
604,2.1,Michael,0
605,7.41,Michael,0
606,8.28,Michael,0
607,98.93,Michael,0
608,6.87,Michael,0
609,4.76,Michael,0
610,79.01,Michael,0
611,34.97,Michael,0
612,21.96,Michael,0
613,23.33,Michael,0
614,18.28,Michael,0
615,7.65,Michael,0
616,19.14,Michael,0
617,50.0,Michael,0
618,80.89,Michael,0
619,16.3,Michael,0
620,21.75,Michael,0
621,15.17,Michael,0
622,12.59,Michael,0
623,12.6,Michael,0
624,77.25,Michael,0
625,5.04,Michael,0
626,8.64,Michael,0
627,37.68,Michael,0
628,14.91,Michael,0
629,7.65,Michael,0
630,11.96,Michael,0
631,10.05,Michael,0
632,7.57,Michael,0
633,81.95,Michael,0
634,23.3,Michael,0
635,25.39,Michael,0
636,14.76,Michael,0
637,5.94,Michael,0
638,24.59,Michael,0
639,25.34,Michael,0
640,12.33,Michael,0
641,17.05,Michael,0
642,8.1,Michael,0
643,27.35,Michael,0
644,4.17,Michael,0
645,13.29,Michael,0
646,22.34,Michael,0
647,92.88,Michael,0
648,9.57,Michael,0
649,50.0,Michael,0
650,17.31,Michael,0
651,3.25,Michael,0
652,50.89,Michael,0
653,7.37,Michael,0
654,10.07,Michael,0
655,8.74,Michael,0
656,16.95,Michael,0
657,6.44,Michael,0
658,46.02,Michael,0
659,20.93,Michael,0
660,102.0,Michael,0
661,80.51,Michael,0
662,5.81,Michael,0
663,4.53,Michael,0
664,83.06,Michael,0
665,15.41,Michael,0
666,9.67,Michael,0
667,2349.55,Michael,1
668,5.04,Michael,0
669,15.22,Michael,0
670,45.07,Michael,0
671,50.0,Michael,0
672,6.71,Michael,0
673,14.72,Michael,0
674,16.57,Michael,0
675,4.75,Michael,0
676,8.86,Michael,0
677,15.03,Michael,0
678,9.11,Michael,0
679,6.39,Michael,0
680,31.8,Michael,0
681,18.5,Michael,0
682,16.34,Michael,0
683,7.38,Michael,0
684,8.13,Michael,0
685,19.62,Michael,0
686,43.85,Michael,0
687,50.0,Michael,0
688,14.04,Michael,0
689,26.89,Michael,0
690,747.83,Michael,1
691,5.47,Michael,0
692,23.6,Michael,0
693,20.75,Michael,0
694,56.99,Michael,0
695,10.49,Michael,0
696,19.18,Michael,0
697,9.09,Michael,0
698,7.88,Michael,0
699,23.2,Michael,0
700,7.41,Michael,0
701,7.89,Michael,0
702,5.54,Michael,0
703,15.96,Michael,0
704,16.01,Michael,0
705,10.09,Michael,0
706,15.98,Michael,0
707,6.24,Michael,0
708,50.0,Michael,0
709,11.61,Michael,0
710,5.26,Michael,0
711,25.33,Michael,0
712,49.85,Michael,0
713,63.52,Michael,0
714,75.25,Michael,0
715,18.16,Michael,0
716,10.18,Michael,0
717,23.51,Michael,0
718,10.58,Michael,0
719,13.45,Michael,0
720,11.24,Michael,0
721,14.46,Michael,0
722,6.83,Michael,0
723,25.66,Michael,0
724,18.48,Michael,0
725,14.16,Michael,0
726,17.47,Michael,0
727,6.29,Michael,0
728,22.59,Michael,0
729,5.15,Michael,0
730,36.65,Michael,0
731,9.18,Michael,0
732,7.75,Michael,0
733,77.24,Michael,0
734,13.01,Michael,0
735,16.96,Michael,0
736,9.41,Michael,0
737,6.25,Michael,0
738,11.56,Michael,0
739,9.06,Michael,0
740,50.0,Michael,0
741,22.53,Michael,0
742,5.43,Michael,0
743,16.2,Michael,0
744,18.31,Michael,0
745,26.12,Michael,0
746,28.78,Michael,0
747,6.41,Michael,0
748,16.6,Michael,0
749,11.73,Michael,0
750,18.47,Michael,0
751,9.02,Michael,0
752,21.08,Michael,0
753,19.23,Michael,0
754,29.57,Michael,0
755,8.44,Michael,0
756,8.21,Michael,0
757,26.53,Michael,0
758,18.76,Michael,0
759,8.06,Michael,0
760,5.96,Michael,0
761,61.85,Michael,0
762,13.32,Michael,0
763,11.87,Michael,0
764,102.0,Michael,0
765,19.76,Michael,0
766,6.61,Michael,0
767,6.55,Michael,0
768,6.28,Michael,0
769,13.41,Michael,0
770,50.0,Michael,0
771,2.39,Michael,0
772,16.85,Michael,0
773,20.78,Michael,0
774,13.71,Michael,0
775,6.82,Michael,0
776,29.42,Michael,0
777,7.35,Michael,0
778,7.26,Michael,0
779,29.28,Michael,0
780,18.05,Michael,0
781,562.76,Michael,1
782,14.19,Michael,0
783,5.15,Michael,0
784,9.12,Michael,0
785,22.22,Michael,0
786,9.98,Michael,0
787,23.03,Michael,0
788,23.99,Michael,0
789,6.43,Michael,0
790,31.32,Michael,0
791,18.62,Michael,0
792,36.68,Michael,0
793,15.97,Michael,0
794,5.4,Michael,0
795,10.67,Michael,0
796,50.0,Michael,0
797,33.77,Michael,0
798,15.54,Michael,0
799,25.87,Michael,0
800,10.6,Michael,0
801,9.82,Michael,0
802,13.11,Michael,0
803,6.33,Michael,0
804,12.35,Michael,0
805,5.37,Michael,0
806,8.95,Michael,0
807,7.97,Michael,0
808,14.24,Michael,0
809,40.04,Michael,0
810,13.2,Michael,0
811,8.35,Michael,0
812,9.37,Michael,0
813,9.35,Michael,0
814,20.08,Michael,0
815,17.17,Michael,0
816,7.31,Michael,0
817,3.87,Michael,0
818,11.06,Michael,0
819,50.0,Michael,0
820,89.11,Michael,0
821,25.0,Michael,0
822,4.76,Michael,0
823,6.04,Michael,0
824,19.95,Michael,0
825,40.37,Michael,0
826,25.04,Michael,0
827,45.05,Michael,0
828,21.55,Michael,0
829,7.96,Michael,0
830,18.59,Michael,0
831,418.63,Michael,1
832,50.0,Michael,0
833,7.54,Michael,0
834,9.39,Michael,0
835,23.93,Michael,0
836,77.79,Michael,0
837,13.13,Michael,0
838,10.04,Michael,0
839,229.0,Michael,0
840,24.17,Michael,0
841,246.04,Michael,0
842,17.53,Michael,0
843,40.87,Michael,0
844,13.83,Michael,0
845,103.45,Michael,0
846,9.37,Michael,0
847,11.9,Michael,0
848,23.51,Michael,0
849,36.23,Michael,0
850,5.02,Michael,0
851,10.53,Michael,0
852,19.67,Michael,0
853,19.19,Michael,0
854,40.9,Rhonda,0
855,45.12,Rhonda,0
856,32.0,Rhonda,0
857,11.05,Rhonda,0
858,65.11,Rhonda,0
859,46.83,Rhonda,0
860,44.39,Rhonda,0
861,27.68,Rhonda,0
862,18.7,Rhonda,0
863,10.0,Rhonda,0
864,25.34,Rhonda,0
865,33.0,Rhonda,0
866,60.61,Rhonda,0
867,22.0,Rhonda,0
868,15.25,Rhonda,0
869,5.09,Rhonda,0
870,8.07,Rhonda,0
871,124.61,Rhonda,1
872,101.1,Rhonda,1
873,44.74,Rhonda,0
874,21.36,Rhonda,0
875,145.72,Rhonda,1
876,45.13,Rhonda,0
877,32.59,Rhonda,0
878,26.27,Rhonda,0
879,7.66,Rhonda,0
880,24.15,Rhonda,0
881,6.21,Rhonda,0
882,45.96,Rhonda,0
883,34.81,Rhonda,0
884,13.16,Rhonda,0
885,51.34,Rhonda,0
886,9.18,Rhonda,0
887,21.22,Rhonda,0
888,22.47,Rhonda,0
889,32.0,Rhonda,0
890,44.43,Rhonda,0
891,13.28,Rhonda,0
892,9.06,Rhonda,0
893,25.62,Rhonda,0
894,17.59,Rhonda,0
895,7.69,Rhonda,0
896,33.0,Rhonda,0
897,9.27,Rhonda,0
898,36.03,Rhonda,0
899,42.11,Rhonda,0
900,41.46,Rhonda,0
901,38.02,Rhonda,0
902,30.46,Rhonda,0
903,235.36,Rhonda,1
904,12.62,Rhonda,0
905,51.04,Rhonda,0
906,13.8,Rhonda,0
907,40.82,Rhonda,0
908,32.0,Rhonda,0
909,29.24,Rhonda,0
910,19.8,Rhonda,0
911,24.94,Rhonda,0
912,22.49,Rhonda,0
913,13.39,Rhonda,0
914,8.43,Rhonda,0
915,16.18,Rhonda,0
916,22.0,Rhonda,0
917,12.39,Rhonda,0
918,32.0,Rhonda,0
919,33.0,Rhonda,0
920,5.89,Rhonda,0
921,76.17,Rhonda,0
922,9.95,Rhonda,0
923,19.23,Rhonda,0
924,3.88,Rhonda,0
925,48.97,Rhonda,0
926,23.29,Rhonda,0
927,6.88,Rhonda,0
928,150.6,Rhonda,1
929,12.8,Rhonda,0
930,24.7,Rhonda,0
931,11.38,Rhonda,0
932,15.59,Rhonda,0
933,10.21,Rhonda,0
934,7.72,Rhonda,0
935,24.01,Rhonda,0
936,32.0,Rhonda,0
937,33.0,Rhonda,0
938,36.87,Rhonda,0
939,32.0,Rhonda,0
940,29.16,Rhonda,0
941,64.43,Rhonda,0
942,35.01,Rhonda,0
943,20.76,Rhonda,0
944,10.5,Rhonda,0
945,13.36,Rhonda,0
946,21.73,Rhonda,0
947,33.0,Rhonda,0
948,10.25,Rhonda,0
949,8.04,Rhonda,0
950,8.49,Rhonda,0
951,68.15,Rhonda,0
952,101.67,Rhonda,1
953,37.46,Rhonda,0
954,17.07,Rhonda,0
955,6.55,Rhonda,0
956,43.61,Rhonda,0
957,43.83,Rhonda,0
958,25.02,Rhonda,0
959,9.91,Rhonda,0
960,23.91,Rhonda,0
961,39.09,Rhonda,0
962,24.09,Rhonda,0
963,50.16,Rhonda,0
964,134.75,Rhonda,1
965,24.57,Rhonda,0
966,8.98,Rhonda,0
967,8.07,Rhonda,0
968,32.0,Rhonda,0
969,33.0,Rhonda,0
970,65.26,Rhonda,0
971,39.65,Rhonda,0
972,10.76,Rhonda,0
973,28.02,Rhonda,0
974,34.83,Rhonda,0
975,15.41,Rhonda,0
976,32.97,Rhonda,0
977,17.32,Rhonda,0
978,3.71,Rhonda,0
979,37.05,Rhonda,0
980,41.97,Rhonda,0
981,12.19,Rhonda,0
982,10.12,Rhonda,0
983,13.74,Rhonda,0
984,32.0,Rhonda,0
985,33.0,Rhonda,0
986,9.76,Rhonda,0
987,59.29,Rhonda,0
988,26.22,Rhonda,0
989,45.47,Rhonda,0
990,38.7,Rhonda,0
991,22.34,Rhonda,0
992,8.81,Rhonda,0
993,60.45,Rhonda,0
994,6.74,Rhonda,0
995,42.37,Rhonda,0
996,22.32,Rhonda,0
997,20.02,Rhonda,0
998,21.59,Rhonda,0
999,34.26,Rhonda,0
1000,83.68,Rhonda,0
1001,6.16,Rhonda,0
1002,17.42,Rhonda,0
1003,6.25,Rhonda,0
1004,6.32,Rhonda,0
1005,172.57,Rhonda,1
1006,9.66,Rhonda,0
1007,17.24,Rhonda,0
1008,32.0,Rhonda,0
1009,7.72,Rhonda,0
1010,31.21,Rhonda,0
1011,22.79,Rhonda,0
1012,59.41,Rhonda,0
1013,33.0,Rhonda,0
1014,6.71,Rhonda,0
1015,43.61,Rhonda,0
1016,11.05,Rhonda,0
1017,16.99,Rhonda,0
1018,48.89,Rhonda,0
1019,48.16,Rhonda,0
1020,15.86,Rhonda,0
1021,14.41,Rhonda,0
1022,36.11,Rhonda,0
1023,45.39,Rhonda,0
1024,39.38,Rhonda,0
1025,18.29,Rhonda,0
1026,9.61,Rhonda,0
1027,22.12,Rhonda,0
1028,10.17,Rhonda,0
1029,21.62,Rhonda,0
1030,20.12,Rhonda,0
1031,18.93,Rhonda,0
1032,3.92,Rhonda,0
1033,8.05,Rhonda,0
1034,32.0,Rhonda,0
1035,8.15,Rhonda,0
1036,21.96,Rhonda,0
1037,43.11,Rhonda,0
1038,16.09,Rhonda,0
1039,20.78,Rhonda,0
1040,33.0,Rhonda,0
1041,61.27,Rhonda,0
1042,15.8,Rhonda,0
1043,11.27,Rhonda,0
1044,49.38,Rhonda,0
1045,15.75,Rhonda,0
1046,10.45,Rhonda,0
1047,34.11,Rhonda,0
1048,18.79,Rhonda,0
1049,36.96,Rhonda,0
1050,97.87,Rhonda,1
1051,20.45,Rhonda,0
1052,28.58,Rhonda,0
1053,13.26,Rhonda,0
1054,58.07,Rhonda,0
1055,43.62,Rhonda,0
1056,27.68,Rhonda,0
1057,15.08,Rhonda,0
1058,12.63,Rhonda,0
1059,35.62,Rhonda,0
1060,47.26,Rhonda,0
1061,32.0,Rhonda,0
1062,15.27,Rhonda,0
1063,32.63,Rhonda,0
1064,50.08,Rhonda,0
1065,33.0,Rhonda,0
1066,20.92,Rhonda,0
1067,19.29,Rhonda,0
1068,25.38,Rhonda,0
1069,14.17,Rhonda,0
1070,26.22,Rhonda,0
1071,19.51,Rhonda,0
1072,17.97,Rhonda,0
1073,17.55,Rhonda,0
1074,6.37,Rhonda,0
1075,32.0,Rhonda,0
1076,52.19,Rhonda,0
1077,14.24,Rhonda,0
1078,33.0,Rhonda,0
1079,25.58,Rhonda,0
1080,24.54,Rhonda,0
1081,13.88,Rhonda,0
1082,93.53,Rhonda,1
1083,14.45,Rhonda,0
1084,36.51,Rhonda,0
1085,17.67,Rhonda,0
1086,63.24,Rhonda,0
1087,7.92,Rhonda,0
1088,10.29,Rhonda,0
1089,13.48,Rhonda,0
1090,22.21,Rhonda,0
1091,154.96,Rhonda,1
1092,9.42,Rhonda,0
1093,32.0,Rhonda,0
1094,33.0,Rhonda,0
1095,16.65,Rhonda,0
1096,40.96,Rhonda,0
1097,50.91,Rhonda,0
1098,14.03,Rhonda,0
1099,32.0,Rhonda,0
1100,163.0,Robert,0
1101,13.52,Robert,0
1102,24.0,Robert,0
1103,43.38,Robert,0
1104,25.83,Robert,0
1105,10.48,Robert,0
1106,19.18,Robert,0
1107,40.62,Robert,0
1108,12.04,Robert,0
1109,25.09,Robert,0
1110,16.75,Robert,0
1111,15.19,Robert,0
1112,10.13,Robert,0
